model,gnafbar,nafmvhalf,nafmslope,nafmfactor,nafhvhalf,nafhslope,nafhfactor,gkdrbar,kdrnvhalf,kdrnslope,kdrnfactor,ghcnsbar,hcnratio,hcnmifo,hcnmiso,hcnmifd,hcnmisd,hcnffactor,hcnsfactor,gnapbar,napmvhalf,napmslope,napmfactor,naphvhalf,naphslope,naphfactor,gkabar,kamvhalf,kamslope,kamfactor,kahvhalf,kahslope,kahfactor,ghvabar,hvamvhalf,hvamslope,hvamfactor,hvahvhalf,hvahslope,hvahfactor,glvabar,lvamvhalf,lvamslope,lvamfactor,lvahvhalf,lvahslope,lvahfactor,gkmbar,kmvhalfl,kmkl,kmmfactor,gskbar,Rm,tauca,CM
38,6180244.5,-21.522781,8.7907658,1.0909261,-28.578089,5.4992342,1.000147,3487845.2,-14.263791,21.521826,0.81655502,44401.855,2.0344241,78.118256,-1.741968,7.9537282,17.279888,0.84945101,0.875525,34339.379,46.041794,4.1793032,1.185253,46.161449,8.2037573,1.171508,21908.527,-17.050701,17.810959,0.99727201,-60.666782,8.1874495,0.99999702,240082.66,9.7688599,9.5383434,1.1527129,33.695038,8.6885281,1.0998,128539.09,-48.379341,8.2705717,0.86255801,-87.232475,5.5250511,0.965339,67847.195,-42.449577,-10.040401,1.07342,63665.844,78833.289,141.57043,0.95329499
39,8113234.5,-22.310717,7.7273922,0.91580302,-28.419678,6.0978179,1.10218,4301166.0,-15.477013,19.965006,0.856332,65393.75,1.710507,76.491661,4.3439999,9.1982908,18.726355,1.1264729,1.105512,29547.518,49.245667,3.568845,1.133292,46.763893,10.043086,1.149668,44924.836,-16.832642,17.098434,0.957223,-55.586933,9.8373604,1.093641,261112.86,15.9222,9.4721251,1.043855,39.009842,7.5521359,1.0518661,79325.492,-52.020763,7.1324129,1.175174,-86.706673,6.5008078,1.181698,78749.031,-43.92754,-10.135358,1.198644,31669.73,75736.672,140.65323,1.055303
40,7802167.0,-24.002335,7.7320762,1.153475,-28.329899,5.3088722,0.97542399,3179654.8,-15.007546,17.709526,0.94746798,44683.391,1.683022,69.609764,6.3678031,11.435275,18.133808,0.88849699,1.069761,41259.52,48.817455,4.889235,0.92038,49.039509,11.08376,1.045872,44966.297,-20.204687,16.00452,0.81563401,-55.320953,8.718648,1.18349,104686.43,11.730159,9.8551311,0.86718899,35.886215,10.274483,0.89016199,160372.56,-52.602093,9.1462278,0.83280802,-90.429634,7.2170172,0.85145301,97676.883,-40.538803,-10.04576,0.89502603,60459.145,74289.172,46.576969,1.214856
41,3886952.8,-23.680376,10.628437,1.053575,-27.551012,6.3500919,1.130561,2363832.2,-18.149323,16.412399,1.119583,45497.715,1.595693,77.287209,1.842757,10.221354,16.830223,0.91897798,1.177487,35620.531,47.791012,4.7292929,0.97079998,46.77248,11.286703,1.09917,12791.846,-15.085891,17.926311,1.133194,-58.665043,8.3971653,0.91799903,198334.53,12.992009,8.2854977,0.97597301,34.174721,8.2249136,1.039207,56792.125,-52.470589,7.8472638,1.02213,-91.264511,6.6195421,0.86803299,162662.59,-40.89925,-11.415332,1.1550421,61163.051,74844.461,64.629791,1.232404
42,7180908.5,-23.812216,11.176318,1.06487,-26.532537,7.2715769,0.97955298,4944485.5,-19.061104,23.52924,0.99214798,31164.5,1.9638489,72.350838,0.98846,10.061814,17.829353,1.14191,1.053848,31935.658,48.483093,3.5613501,0.81749302,50.364468,8.3983574,0.87068599,23683.859,-15.865418,17.259207,0.90594202,-57.470325,7.7957411,1.1747659,258131.45,7.0322571,8.1484537,1.1270061,34.907585,8.7655382,1.016524,87627.969,-51.302376,8.197113,0.82705897,-92.764587,6.0971341,0.89751297,207026.52,-37.033745,-10.019718,1.130419,54554.648,59847.102,109.29352,1.1170909
43,5284369.5,-27.400749,8.151618,1.177714,-20.935783,5.7218409,1.009135,4218216.0,-20.146246,20.963879,1.018319,25032.223,1.9408489,75.365105,-1.862506,9.2841787,14.238567,0.95989102,1.197227,47668.82,48.29248,4.6558628,1.198802,44.732697,9.4532213,0.88169497,49721.93,-13.466343,14.304497,0.96719903,-54.317112,8.1285801,1.105597,160538.53,15.933432,9.9435158,1.095204,37.173168,9.6540298,1.06664,162787.06,-52.663731,7.3768668,1.0631911,-84.345718,6.007503,1.122689,161492.28,-35.349503,-8.2501516,1.075168,98321.289,56189.652,154.2244,1.226831
44,2744591.2,-23.803192,10.923773,0.91855901,-23.29701,6.5789161,1.18094,2834359.8,-13.44728,17.064882,0.94239098,18016.273,1.905942,70.481285,1.373208,10.771652,13.654418,1.08611,0.92951101,43020.184,46.268147,4.85888,0.98469901,50.719944,10.521998,0.83579201,35356.258,-17.891796,15.319528,1.060636,-61.078537,7.0668969,0.89019102,177301.25,7.368691,6.9326191,0.83685398,41.458916,8.5464134,0.97699302,54810.641,-53.414261,7.7980709,1.08385,-90.26445,5.6753502,0.96589297,111170.77,-44.086086,-11.077868,1.01123,46978.129,78753.688,50.22411,1.2115149
45,3194908.5,-27.578234,7.6546998,1.031967,-27.492712,5.7520771,1.101396,2219913.2,-15.50226,18.266151,1.0040801,29097.545,2.0325091,73.817482,4.7499452,10.311136,13.289092,1.0438,1.016328,45215.988,50.215897,3.8581779,0.861817,46.054775,9.274765,0.850748,14872.979,-22.378645,17.67535,0.94960099,-58.575188,6.8968892,0.96066999,191734.42,13.196259,7.6945848,0.84996003,36.14732,8.1516924,0.83655602,70878.0,-52.150253,7.4442449,1.191691,-92.205673,7.8070641,0.96752203,211668.72,-40.424789,-10.361938,1.139117,43739.836,38944.195,79.953995,1.057759
46,8133852.5,-22.311653,7.839273,1.175366,-28.70606,5.5261011,0.80341202,3801774.0,-15.175585,17.639801,0.85211998,33172.152,2.098206,72.155754,6.8747568,8.8882132,16.980219,1.0695519,0.932329,55604.645,46.093857,5.0002799,0.96105802,49.21249,11.486216,1.115411,45842.355,-18.567051,14.236182,0.88078701,-58.901054,8.5370426,0.98707598,185282.14,11.107504,9.8275127,1.07144,35.952557,10.481655,1.122202,131924.39,-51.562119,9.6462793,1.0767159,-89.993591,7.9511948,1.181689,89298.695,-39.499546,-10.753092,1.0856349,63262.496,36158.461,48.737312,0.98786801
47,2644362.8,-25.315895,9.7525187,0.89399302,-20.862537,6.5981522,1.198131,1847085.9,-17.290777,21.078123,0.92346799,44448.551,2.1315501,78.62738,-2.091305,8.0912113,17.203978,0.967035,1.154421,21483.119,47.458565,3.573303,0.81230903,46.235771,8.1986046,1.015761,36360.625,-15.355366,14.825693,1.173925,-58.074425,8.1699324,1.009622,356571.75,9.8403692,8.0035257,1.119989,39.201569,9.6817303,1.167236,65007.758,-54.410839,7.3922572,1.153872,-85.923698,5.4340582,1.149727,144805.38,-35.131664,-9.9075022,1.0519741,52166.812,53925.773,72.987343,0.98733097
48,4020329.2,-26.023647,9.0540152,0.87567198,-27.566769,6.560348,1.021754,3000381.0,-20.236479,22.457315,1.084448,51475.184,2.1591971,75.475632,-0.542386,10.267775,18.156654,1.116986,0.95576298,42132.488,46.36021,4.1150851,1.1614439,48.449657,9.7981472,1.065522,48470.582,-15.71584,17.349985,0.86765701,-58.341202,7.4382472,1.142662,165090.8,10.783993,7.1408181,1.052598,34.410313,9.8044367,0.886271,47350.488,-56.110695,9.4380016,1.0324579,-92.716141,6.2445989,1.197433,121402.49,-39.236893,-8.2212219,1.163131,31500.902,39200.266,132.20201,1.207056
49,6778516.5,-25.217754,7.9056249,0.93122298,-24.181543,5.3846478,0.90216202,5488286.0,-18.860886,18.170013,1.00009,33961.453,2.1299541,73.63961,2.431644,9.1273336,13.027004,0.87957001,0.86078298,51215.883,44.945343,4.265389,1.177515,45.189129,9.8102798,1.1517889,39395.406,-19.531542,14.754518,1.0493701,-62.129051,9.432725,0.83239698,125494.94,12.189905,7.5450721,1.169288,39.065876,10.160354,0.81693703,112940.59,-50.993359,9.5074749,1.001048,-85.152351,7.0861468,0.88880002,105666.88,-36.994938,-9.3806734,0.92526197,58621.098,33063.789,78.907745,1.035916
50,6838534.0,-21.158978,9.9682798,0.91083503,-27.421022,7.155448,0.862876,2278993.8,-17.947485,22.154701,0.81153798,48784.875,2.044894,73.138298,-0.785505,8.1471844,18.183086,0.96905798,0.812886,24520.777,45.826,3.803236,0.95868599,49.628944,10.782171,1.124589,42035.348,-16.261211,13.341537,1.024892,-53.412971,9.4367361,1.05519,290644.44,12.298961,8.8950968,1.170253,39.409866,8.0873117,1.126493,120665.62,-52.642582,7.910872,1.053684,-87.540138,5.6935668,0.93151098,91084.453,-37.051731,-9.1606789,1.121925,43782.781,56381.18,146.70834,1.133042
51,2827112.2,-27.157179,9.900712,1.02904,-21.043282,6.6961589,1.135139,4481619.0,-13.33537,19.815731,1.17975,30049.221,1.768348,72.837273,0.032683,10.788021,16.848246,1.137785,0.81415498,39557.531,49.272289,4.5515599,0.84726399,51.503544,8.2515316,0.89521098,26840.85,-15.981862,13.485965,0.93478203,-57.741665,6.5732012,0.88659298,227586.84,10.070845,6.944715,1.151415,32.896709,8.3868418,1.1589479,154527.5,-56.410778,8.2371159,0.92519498,-89.247505,6.0144472,0.91874498,132152.7,-37.300365,-8.5949945,1.043484,103500.3,65806.875,71.957802,1.227934
52,4248191.5,-21.737583,9.5885582,0.90143597,-24.284349,5.2163,0.95930499,3786226.5,-15.379005,19.884892,1.058028,45439.984,1.57195,70.48571,-1.03804,11.298173,18.221226,1.003414,1.083357,42377.566,49.192894,5.1062799,1.1448489,46.386826,11.735381,1.194295,19191.016,-20.626144,15.252192,0.90179998,-62.481583,8.95473,1.056098,292726.56,12.052527,7.245316,1.1926399,34.927525,9.0834284,0.94022101,95897.414,-52.685814,7.1473241,0.90708798,-89.453621,7.0086551,1.008072,83775.5,-40.922764,-11.357078,1.131381,52602.207,36592.121,77.678474,1.0360399
53,2849264.5,-27.060762,8.1095667,1.131381,-25.363461,5.5620308,0.93223399,4303193.5,-18.753901,20.70104,0.94000697,19052.254,2.0506091,71.751747,5.4960232,11.658402,15.701482,0.934484,1.026839,51475.246,45.217941,4.8478451,0.95485401,47.063866,8.6057014,0.82214898,39895.684,-21.011286,14.823386,0.88942599,-61.318527,7.0290041,1.038951,296552.91,12.155685,8.7206411,0.96471798,41.160061,8.5145693,0.82138401,86561.109,-47.640812,8.8239479,0.84827101,-85.428963,7.104836,1.180674,143054.36,-35.825611,-11.158902,0.96377301,39710.609,77845.461,62.631641,0.91621798
54,4871482.5,-24.174768,9.976573,1.04171,-25.164139,6.095015,1.153069,3331431.0,-18.410164,21.476713,0.83275098,38917.578,2.0934219,70.988625,6.0981512,8.2987061,17.726015,1.193966,0.81522399,27929.035,48.220478,4.369586,1.086028,46.13776,10.144818,1.117129,41764.766,-19.898516,13.948553,1.015865,-61.901192,9.4620743,0.821329,297421.41,12.103531,8.2772932,0.96776998,34.299328,10.077367,1.030483,152182.89,-54.864326,7.2728181,0.95325202,-92.585014,5.5019078,0.87687999,138813.72,-37.43417,-11.368783,0.92828202,48357.785,72284.531,125.83908,0.93231398
55,4610721.5,-24.02367,8.6809902,0.98169798,-26.092646,5.3258448,1.036489,4531170.0,-15.843722,16.731291,1.191765,22784.039,2.168083,72.673737,-1.883092,11.15106,17.029133,1.083343,0.807266,53763.176,44.245693,4.6710811,1.101671,46.184284,11.045223,0.82742101,14891.796,-21.825314,16.918564,1.185133,-54.880764,8.3639927,0.93177098,155905.31,12.487422,7.5607228,1.040441,38.567223,10.550816,0.865062,99403.953,-55.781918,6.995409,1.094481,-93.116676,7.2108731,1.153773,127771.99,-42.339367,-9.4010324,1.102071,36816.926,34462.836,66.847305,1.203476
56,3974454.0,-23.75886,9.3659992,1.146446,-28.5867,6.2871399,1.1097471,4944599.0,-17.538231,19.902081,0.83768898,39309.969,1.928454,72.606133,-0.417822,10.701305,18.127417,0.83794999,0.810947,46261.008,45.998177,4.1562848,0.93669999,45.507835,11.463029,1.185061,22214.322,-14.407837,13.250773,1.032864,-61.33902,7.474791,0.85948598,359320.97,9.5645695,7.8228278,1.1616811,35.599133,8.0877876,0.89006299,118787.09,-50.946362,8.3445158,0.89883602,-87.530418,7.955956,0.80904901,80762.828,-38.823341,-8.5925245,0.80761302,27269.396,27387.176,51.481853,1.093703
57,6362427.0,-25.179922,8.4100933,0.94641799,-22.878984,5.791327,1.17479,6355339.5,-13.862928,16.836491,0.95621097,32247.951,1.531425,77.750916,-0.78813601,10.824495,14.469465,1.069543,1.128733,46326.184,44.636284,3.9752669,0.85917699,51.472843,11.32651,1.149158,37165.738,-19.779976,17.867796,0.88010198,-58.105324,9.2163439,0.99821198,130217.49,8.7830849,8.9450188,0.816908,40.544571,7.4011569,1.168933,146331.45,-53.330322,8.9855442,0.84564102,-90.571434,6.7804399,0.81604701,135691.3,-37.780258,-10.297982,1.094317,53151.781,54589.945,75.998642,0.79698497
58,6896523.0,-22.837263,8.0442848,0.848324,-27.432404,6.38486,1.010307,4605102.0,-16.012196,17.175751,1.062225,19659.783,1.999157,69.581406,-0.77001703,9.7028637,14.423394,0.81734002,1.066488,40793.152,49.586536,4.1930599,1.153327,46.875969,11.827849,0.904266,27206.664,-17.083096,14.626081,0.98100603,-61.801945,9.0025892,1.07707,340085.34,6.3869429,7.0962338,0.92691702,35.923073,10.668,0.91993701,44503.453,-49.076912,8.7130394,0.81113899,-91.526031,6.049531,0.901057,92716.477,-42.625278,-11.218758,1.157868,34750.625,37782.141,59.701847,1.231464
59,7042074.0,-21.541067,10.007424,1.02982,-23.467798,5.1203799,1.049511,5734573.0,-17.685972,21.804276,0.89424902,46325.348,1.797956,78.258286,1.106124,11.597454,17.724091,0.88950002,1.06578,60178.414,45.861626,3.854574,0.82776999,52.02293,11.203896,1.074414,18867.258,-14.924172,17.634197,1.0961339,-56.837318,6.8329229,0.92236,124738.6,9.3607998,8.8468542,0.87861001,39.190918,9.5781336,1.005022,98410.578,-49.751057,8.9427366,0.940211,-83.835777,7.6913409,1.128759,143489.84,-37.580826,-11.023046,1.162711,55777.133,70371.234,138.49477,0.92585897
60,6327794.0,-26.012451,9.1936169,1.107198,-21.517202,5.7428098,1.173169,5810544.5,-14.436031,19.16567,1.0967669,28456.17,2.134743,73.017578,6.2252049,11.150697,14.956926,0.97443599,1.033898,50816.344,48.272854,4.2111092,1.0104001,50.98576,9.8008671,1.003142,32328.783,-20.393822,15.148226,1.186447,-59.802391,6.9076862,0.857072,224158.73,10.992746,9.2108402,1.018665,33.245358,7.323482,0.96742702,42828.883,-50.319771,7.2480192,0.91706002,-90.529099,7.1420989,0.92652398,171746.8,-40.179459,-8.079073,0.96386302,72761.25,30372.695,137.35551,0.83585602
61,5484112.5,-28.231821,9.4756193,1.186447,-25.576391,5.1453829,0.857072,3934732.5,-17.762255,21.550976,1.018665,22351.326,1.5240099,73.385674,-2.096103,10.605912,14.050144,0.91706002,0.90543598,51377.172,46.863091,4.5584641,0.99282199,53.602318,9.6193552,1.039801,18982.934,-14.893546,13.030268,1.011938,-55.068279,9.4575939,0.93837601,133400.41,15.936166,7.8203878,0.820373,37.085934,10.600103,0.84002501,99526.016,-51.695717,9.7470636,1.015601,-90.028687,5.5688858,1.029726,169596.19,-40.760914,-9.3252621,0.95816803,66995.008,55501.906,149.64229,1.0142159
62,6852067.5,-23.303183,9.5309658,1.081996,-28.403862,5.868351,1.047726,4053145.0,-20.924688,19.939678,0.98539197,29298.719,2.1803,75.320076,-0.41927099,9.1723404,16.88228,0.913302,1.145985,48479.359,46.459595,4.1448259,1.155055,50.655807,11.521249,0.96273398,32660.701,-13.544974,15.005486,1.086485,-62.692295,9.651516,0.99948502,102501.6,10.965384,9.2643747,1.0258189,41.516781,9.450098,1.182052,144822.39,-52.680443,7.3993812,0.90551698,-92.588707,7.1259022,0.85040998,134885.23,-36.007477,-11.318906,1.0030071,56716.113,75608.93,105.0296,0.97349602
63,6595349.5,-27.609797,8.353466,0.92795497,-23.792414,6.0252552,1.040903,4610110.5,-17.524994,17.977957,1.019289,48581.68,2.024931,74.909866,7.1675138,11.290851,18.941599,0.82126898,0.83765101,31741.104,51.519123,4.3748622,0.99298698,44.855068,11.343579,0.93534797,14813.643,-14.930756,16.825109,1.127739,-62.437077,8.8355703,1.141691,207527.7,13.397134,7.2976551,1.015829,40.396221,8.2875462,1.054242,166245.34,-49.053734,8.4782743,0.82728702,-88.197937,6.5969291,0.80441803,200953.78,-36.605938,-10.532433,0.802549,83360.922,58134.484,143.22862,1.180873
64,2849378.8,-24.70112,10.179495,0.841492,-22.020437,5.5733161,1.065722,2030453.8,-12.899412,18.524347,1.057796,56161.883,1.690545,77.859764,3.1985691,10.566845,17.011919,1.131328,0.89343703,25189.938,45.851181,4.372179,0.82748997,50.469425,11.848615,0.84334499,27795.041,-22.301737,17.700035,1.1153049,-59.91708,8.7089415,1.108543,182770.55,7.1270909,7.5904632,0.99998701,37.543503,7.438499,1.124819,117776.55,-54.56097,6.8621659,1.09343,-87.05188,5.9652171,1.1773731,119770.44,-37.742916,-9.2829666,1.026142,45828.715,67741.367,126.71246,1.037204
65,3869800.0,-22.625633,10.395565,1.196853,-26.278322,5.7985411,0.879098,2541557.2,-13.091361,20.143457,0.84411299,40274.766,1.996235,77.335632,5.3469172,8.5414667,14.228507,1.067255,1.06988,36667.957,44.955582,4.263123,1.0861681,51.826752,9.0270014,1.033536,22686.906,-21.333105,17.195587,0.83136499,-54.892166,6.584064,1.184727,347529.78,6.8510971,7.206214,1.1908849,36.83033,10.194343,0.86027801,104601.88,-55.309837,7.1993499,0.99963599,-85.381248,5.997735,0.860282,97867.438,-39.181908,-10.656714,0.94195902,64312.863,61223.516,87.906281,0.82413799
66,4598140.5,-21.530169,8.901516,0.862037,-25.232918,5.7469521,1.167159,3078848.2,-13.458095,20.460251,1.134212,42359.695,1.798843,77.363976,4.0330062,9.586956,14.825519,1.048954,0.90684497,67172.766,44.570404,4.690414,0.90475202,53.298569,10.874404,1.0786721,23991.643,-13.903941,15.449729,1.081805,-55.647102,7.0722089,0.859115,104606.59,6.7023768,8.8546791,0.89139003,35.711441,8.2172022,1.0283149,147776.91,-52.31559,6.6372809,1.091045,-89.351379,6.5575581,0.89920801,72216.227,-38.032803,-10.466578,1.189126,39415.621,36893.879,88.305649,1.19783
67,5164966.5,-23.568356,8.8365297,1.009183,-22.22015,5.447453,0.94006199,2299496.8,-18.692247,18.271049,1.108336,65217.184,1.8217959,73.954239,6.5338612,10.168982,18.718182,0.953614,1.152948,38454.195,46.196129,3.7606969,1.062646,52.805031,10.697485,0.88518697,34473.66,-21.858463,15.433316,0.85393298,-57.667381,7.134974,0.87486899,112409.49,12.63624,6.7967,1.124089,33.93108,7.3447852,1.0879019,106290.43,-49.738113,7.6454172,1.059429,-90.384651,6.6918678,1.0759,177747.11,-37.806755,-8.0615044,0.824678,28099.293,74717.125,117.41264,1.12569
68,6186330.5,-22.178093,9.956748,1.16229,-26.694744,5.2165022,0.90887499,5468869.5,-15.094018,21.7754,0.92486,32080.273,2.120383,70.381081,0.035873,8.3322172,13.755484,1.089283,1.0691,34799.094,49.215073,3.693924,0.81029302,47.14632,10.296473,1.138111,20742.291,-20.16287,13.589945,1.139896,-54.319828,8.3819304,0.800933,322873.84,6.8519282,7.4438,1.076934,41.913673,8.3953924,1.00472,97752.828,-56.143864,9.5987997,0.84158301,-86.073105,7.6909509,0.86752301,73755.68,-38.819511,-10.171731,1.199368,97666.508,75992.422,74.319359,1.125594
69,4857020.5,-25.314892,10.275097,0.85363901,-27.94165,5.7700238,0.88110602,4694239.0,-21.871185,19.00157,0.89312601,38834.059,1.93115,70.874939,6.3754859,9.8470964,16.664358,1.140432,0.87417299,34839.133,51.417908,4.3233819,0.944116,49.998577,10.682336,1.146436,38362.836,-17.789469,14.615298,1.0071909,-62.495014,9.3007832,0.86946303,166476.89,11.470337,7.7181001,1.1768709,35.35976,10.795096,1.100768,51492.301,-53.120903,8.0640554,0.85478199,-92.121986,5.3488441,1.072347,112655.27,-44.195183,-11.596878,0.87139201,84811.711,78546.328,131.51714,1.2132829
70,6765419.0,-22.814529,10.432393,0.90274,-28.185431,5.7369728,1.110936,2758390.5,-14.757021,19.33798,1.1212831,32849.535,1.794883,73.937035,-1.572789,7.8302979,13.902367,1.021116,1.074384,56157.301,44.035679,4.564487,0.99320799,51.51759,8.5747089,0.80539101,32876.398,-18.628983,13.323775,0.86659002,-55.141483,7.9489779,0.878838,221300.62,13.480488,9.2619267,0.85419399,35.834133,8.2533474,0.81035298,127854.66,-50.70993,8.5094843,1.129971,-90.564781,6.1125741,0.80589199,129474.43,-36.976871,-11.98431,1.171108,80940.352,63643.867,124.64627,0.87225199
71,5743571.0,-25.286259,7.5063701,0.89909297,-26.563581,4.9648981,0.93183899,6382377.5,-18.044043,21.3692,0.985717,46585.137,1.924263,77.504776,5.0990038,9.7702665,16.442089,1.00999,0.84236997,52337.469,46.874462,4.1305199,0.98831999,46.460873,9.2417221,0.91561699,25296.812,-17.258446,12.485846,1.037351,-56.427822,6.766047,0.96080101,260643.09,8.8340902,7.9903831,0.98914599,38.955662,10.745767,1.007906,134559.34,-48.181515,9.3272943,1.177593,-86.597733,5.8613868,1.047876,85684.195,-44.150387,-10.239477,0.99887502,51355.133,78082.156,40.398777,0.87169302
72,6082051.5,-24.404587,7.9377279,1.1120811,-27.723352,6.9710312,0.80372,3424207.8,-15.537611,17.660803,0.84101403,56321.703,1.79431,78.550385,7.1464882,9.3137493,15.056546,0.84590399,0.88771701,35755.367,51.292522,4.2771478,0.89110798,51.292973,11.530364,0.96085101,28954.326,-19.867039,14.506254,1.06177,-56.902355,8.7979527,0.97960001,225167.5,12.23667,8.1784344,1.09171,41.666531,7.2294159,0.95210701,55205.824,-54.676857,9.1361618,1.106564,-92.743401,7.1336021,0.98640901,70477.672,-43.502628,-8.7634897,0.87142497,93833.281,69162.477,78.776939,0.83047098
73,4819011.0,-27.759232,9.9997578,1.142243,-23.882774,6.8728681,0.92357701,5180038.0,-22.570288,19.693714,0.97443998,33342.941,1.5415961,73.597359,2.0865741,8.4324636,14.568355,0.80803603,1.164746,42424.605,46.629688,3.717818,1.139967,43.841354,8.2700138,0.94475299,14493.106,-14.787795,14.131519,1.044157,-61.62542,8.81565,0.960774,335409.41,10.817736,7.2751622,1.184417,35.126446,8.8916588,1.062543,116849.96,-54.59341,9.3151884,0.97519398,-91.046883,6.135344,0.960971,191341.64,-35.60548,-8.7272348,0.84694302,42490.121,23181.963,113.10741,1.118188
74,3372358.8,-22.515734,11.1375,0.99655497,-20.253296,7.0959201,1.136169,3288475.2,-16.872166,22.289591,1.10264,33644.77,1.894248,78.929268,-0.68722498,8.1192026,13.628247,1.19756,1.054333,62510.996,44.654842,5.071702,1.080556,44.246868,10.903814,0.94713199,24299.494,-19.566719,16.831463,1.096045,-58.033562,8.5286493,1.063305,348941.69,14.858949,9.0876989,0.963664,33.312103,8.621851,0.93659103,66584.352,-50.400394,7.7821822,0.833556,-88.700592,7.2583122,0.82380599,147599.52,-44.057201,-11.657252,1.0654891,68506.555,79215.508,114.98478,0.87926602
75,8111729.5,-21.464146,10.603967,0.822061,-22.722694,6.9970059,1.109766,3805618.0,-16.552034,18.524345,0.88083601,34705.344,1.907129,75.457909,5.9590011,9.6543474,14.466068,1.029544,1.017311,44132.766,50.092422,4.2533622,1.170945,48.463596,9.1502047,1.028865,26598.1,-13.548136,16.487841,0.96595502,-62.935841,8.7743301,0.95647001,328351.88,12.333816,7.1185989,1.0092601,39.205265,8.6543837,1.093648,159620.84,-54.401482,8.4486971,1.048969,-89.966568,6.283401,1.027647,201543.03,-36.51519,-8.4278708,0.81820601,54936.16,24013.246,64.043961,1.146956
76,3381892.5,-28.227028,9.5128298,1.1929049,-21.155586,6.1252518,1.078416,4431746.5,-19.367756,23.081289,0.86615199,35432.082,2.0113959,71.705536,6.8641319,9.1870718,17.748749,0.87929702,1.1590689,27167.182,53.478218,4.1316242,0.94313598,49.822678,8.8369551,1.022406,18721.873,-16.863541,14.203486,0.95113897,-54.487122,8.3219442,1.1697839,212760.95,11.014656,7.1908259,0.82668102,37.449268,7.3658452,0.94092298,140850.39,-51.135109,8.5542898,1.188929,-91.888977,5.4216738,0.89582801,109496.46,-41.426308,-8.6865702,1.04539,91636.766,69190.477,49.167873,0.95602697
